ID_FINCA,VARIEDAD,MODO,TIPO,COLOR,SUPERFICIE,PRODUCCION,ID_ZONA,ID_ESTACION,ALTITUD,SUPERFICIE_IMPUTADA,prod_anterior,prod_hist_media,prod_hist_mediana,prod_zona_media,n_campanas
8269,32,2,0,1,1.54,11625.46,726,7,610.0,1.54,14110.0,7963.333333333333,9090.0,12590.934426229509,3.0
8623,26,2,0,1,0.57,2183.3,272,16,635.0,0.57,1853.5,1853.5,1853.5,10747.517802507837,1.0
8690,43,2,0,0,0.5118,3217.45,893,7,590.0,0.5118,3560.0,2646.6666666666665,2220.0,8071.595461538461,3.0
8954,32,2,0,1,0.76,4318.64,653,18,635.0,0.76,3064.243,3988.3938571428566,3988.061,12044.68720338983,7.0
8982,17,2,0,1,0.6629,3747.78,757,12,470.0,0.6629,4480.0,3362.5,2940.0,2497.7699077922075,8.0
8986,59,2,0,1,0.3962,2094.14,501,12,480.0,0.3962,1264.368,1789.9002857142857,1754.0,2016.9302325581396,7.0
9006,59,2,0,1,1.43,5481.4,449,12,625.0,1.43,4389.0,5199.833333333333,4406.5,3944.8322464454977,6.0
9086,26,2,0,1,0.78,4456.53,292,12,,0.78,1946.685,4721.631875,4165.0,5797.142857142857,8.0
9086,52,2,0,1,0.78,5074.16,292,12,,0.78,4360.0,4721.631875,4165.0,5797.142857142857,8.0
9158,9,2,0,0,2.06,8715.59,724,16,610.0,2.06,5230.0,8188.0,9240.0,13569.882733333332,5.0
9209,59,2,0,1,0.6762,3048.89,501,12,480.0,0.6762,2146.188,2744.4304285714284,2695.33,2016.9302325581396,7.0
9270,15,2,0,1,3.3018,18414.72,252,18,650.0,3.3018,16729.768,16729.768,16729.768,17017.95657142857,1.0
9270,94,2,0,0,1.1171,17232.88,252,18,650.0,1.1171,,16729.768,16729.768,17017.95657142857,1.0
9474,68,1,0,0,0.146,649.75,616,7,635.0,0.146,270.0,421.42857142857144,440.0,8028.456965517242,7.0
9594,59,1,0,1,0.1325,764.62,86,15,482.5,0.1325,419.9,663.225,515.35,2975.478044444444,6.0
9609,17,1,0,1,1.02,3332.42,464,14,655.0,1.02,3540.2,3208.415384615385,3345.0,9512.757841843972,13.0
9609,59,1,0,1,0.86,2869.25,464,14,655.0,0.86,1270.0,3208.415384615385,3345.0,9512.757841843972,13.0
9609,59,2,0,1,0.86,3233.78,464,14,655.0,0.86,3220.0,3208.415384615385,3345.0,9512.757841843972,13.0
9613,55,2,0,1,2.36,8939.93,299,12,445.0,2.36,12770.0,8360.0,6210.0,8854.3402625,3.0
9925,26,2,0,1,2.5987,21741.23,47,19,530.0,2.5987,27160.0,18225.0,16595.0,10147.1008203125,4.0
9932,52,2,0,1,1.7096,7144.47,134,12,460.0,1.7096,6160.0,6654.285714285715,6160.0,3378.7778515151517,7.0
9944,17,2,0,1,1.1741,10321.42,301,10,485.0,1.1741,10167.344,8190.1398,6687.3045,13751.944444444445,10.0
9944,32,2,0,1,1.05,6456.62,301,10,485.0,1.05,4145.976,8190.1398,6687.3045,13751.944444444445,10.0
10091,87,1,0,0,0.5375,4273.05,803,5,635.0,0.5375,3931.926,4246.819428571429,4345.81,9395.967696969697,7.0
10117,59,2,0,1,0.406,4229.46,441,12,462.5,0.406,3911.37054,4102.691505714286,4254.55,3168.568229310345,7.0
10376,9,2,0,0,9.8,15263.93,513,18,622.5,9.8,9775.5,31269.031875,27124.275,21021.186153846156,16.0
10376,59,2,0,1,10.31,10949.86,513,18,622.5,10.31,1351.23,31269.031875,27124.275,21021.186153846156,16.0
10547,15,2,0,1,1.4118,3773.15,337,12,480.0,1.4118,4110.0,3092.5,3100.0,3139.67875862069,4.0
10999,32,2,0,1,0.0,1574.71,464,3,655.0,1.6486,,1043.6788000000001,727.608,9512.757841843972,5.0
11208,40,2,0,1,3.4767,29299.41,441,12,462.5,3.4767,32870.0,23950.0,26405.0,3168.568229310345,4.0
11220,15,2,0,1,1.81,12051.51,653,18,635.0,1.81,17070.0,5825.0,2935.0,12044.68720338983,18.0
11220,17,1,0,1,2.37,2666.32,653,18,635.0,2.37,1640.0,5825.0,2935.0,12044.68720338983,18.0
11220,87,2,0,0,2.02,12169.39,653,18,635.0,2.02,14120.0,5825.0,2935.0,12044.68720338983,18.0
11395,17,1,0,1,5.2841,22624.91,839,5,610.0,5.2841,15000.0,17791.764705882353,15120.0,8809.119338797815,17.0
11395,59,1,0,1,4.56,15577.16,839,5,610.0,4.56,5930.0,17791.764705882353,15120.0,8809.119338797815,17.0
11536,32,2,0,1,1.26,7313.99,803,5,635.0,1.26,10780.0,6380.0,6260.0,9395.967696969697,7.0
11559,17,1,0,1,0.43,2810.51,441,12,462.5,0.43,3306.0,2576.4524285714288,2339.975,3168.568229310345,7.0
11587,9,2,0,0,7.9236,8237.94,284,5,650.0,7.9236,7700.0,5070.16,5022.0,6884.3723787709505,15.0
11587,59,1,0,1,3.0067,3448.47,284,5,650.0,3.0067,2280.0,5070.16,5022.0,6884.3723787709505,15.0
12086,87,1,0,0,3.1242,5183.39,772,9,525.0,3.1242,,,,,
12574,32,2,0,1,1.6587,9144.68,616,7,635.0,1.6587,12000.0,7725.814,7040.0,8028.456965517242,5.0
12592,59,1,0,1,0.0833,511.65,134,12,460.0,0.0833,117.292,276.05657142857143,218.88,3378.7778515151517,7.0
12622,17,2,0,1,1.6486,5345.9,464,14,655.0,1.6486,,4844.3625,4844.3625,9512.757841843972,2.0
12869,87,2,0,0,3.9,23540.04,474,7,625.0,3.9,,23766.7,22378.4,11566.410256410256,4.0
12869,94,2,0,0,3.0351,23280.88,474,7,625.0,3.0351,,23766.7,22378.4,11566.410256410256,4.0
12930,40,1,0,1,0.87,2616.67,209,18,630.0,0.87,2357.55,2709.4988333333336,2435.2475000000004,6142.707209876543,6.0
12970,17,1,0,1,0.5989,2629.69,757,12,470.0,0.5989,4530.0,2341.414285714286,1830.0,2497.7699077922075,7.0
13040,9,2,0,0,2.9139,14591.02,123,19,515.0,2.9139,22070.0,10413.333333333334,11620.0,3642.226024793388,6.0
13054,59,2,0,1,0.0,9035.6,464,14,655.0,1.3815,3475.29,11510.41981111111,10057.104,9512.757841843972,18.0
13054,81,2,0,1,1.3815,9967.6,464,14,655.0,1.3815,6071.94,11510.41981111111,10057.104,9512.757841843972,18.0
13154,15,2,0,1,2.67,10924.87,209,18,630.0,2.67,17657.423,5007.522875,2673.266,6142.707209876543,8.0
13199,68,1,0,0,0.212,2067.37,441,12,462.5,0.212,2300.0,1775.7142857142858,1880.0,3168.568229310345,7.0
13303,32,2,0,1,0.8186,5168.55,134,12,460.0,0.8186,6660.0,4481.428571428572,3910.0,3378.7778515151517,7.0
13313,17,1,0,1,1.85,3591.66,751,5,610.0,1.85,1856.706,6754.692857142857,3578.6549999999997,7323.565552380953,14.0
13313,17,2,0,1,1.85,4768.62,751,5,610.0,1.85,2004.334,6754.692857142857,3578.6549999999997,7323.565552380953,14.0
13313,32,2,0,1,4.5686,13499.12,751,5,610.0,4.5686,13000.0,6754.692857142857,3578.6549999999997,7323.565552380953,14.0
13333,94,2,0,0,1.4597,10352.26,784,9,370.0,1.4597,9800.0,8299.475,8921.8,6653.333333333333,4.0
13439,32,2,0,1,0.0,3343.79,428,14,730.0,2.4486,,2317.0420000000004,1617.72,9889.467777777776,5.0
13581,17,1,0,1,1.8995,10786.89,47,19,530.0,1.8995,7668.0,10927.429999999998,11277.0,10147.1008203125,7.0
13708,52,2,0,1,1.13,6201.08,134,12,460.0,1.13,8007.111,4988.6358,5116.212,3378.7778515151517,5.0
13751,52,2,0,1,4.83,29339.46,698,12,490.0,4.83,33170.0,28695.714285714286,30670.0,4355.7708219895285,7.0
13802,59,2,0,1,0.2067,1881.44,464,3,655.0,0.2067,,1230.6799999999998,1590.0,9512.757841843972,5.0
13822,59,2,0,1,0.42,2727.46,379,16,620.0,0.42,2833.35,2244.815714285714,2418.0,7885.648977272727,7.0
13847,87,1,0,0,0.9759,4990.79,816,9,385.0,0.9759,,,,,
13871,17,1,0,1,1.4984,5170.75,353,7,595.0,1.4984,3920.0,6063.7715,5055.0,6115.2657500000005,20.0
13871,32,1,0,1,1.0534,5272.52,353,7,595.0,1.0534,,6063.7715,5055.0,6115.2657500000005,20.0
13871,32,2,0,1,1.0534,8037.2,353,7,595.0,1.0534,9574.448,6063.7715,5055.0,6115.2657500000005,20.0
13871,59,1,0,1,1.41,5194.93,353,7,595.0,1.41,3920.0,6063.7715,5055.0,6115.2657500000005,20.0
13871,68,1,0,0,0.7219,5624.01,353,7,595.0,0.7219,,6063.7715,5055.0,6115.2657500000005,20.0
13981,68,1,0,0,4.51,18069.99,64,19,555.0,4.51,11820.0,18197.14285714286,15450.0,6355.09470212766,7.0
14424,94,2,0,0,0.2933,2324.12,510,15,600.0,0.2933,2060.0,1680.0,1695.0,9139.647419213974,4.0
14470,17,2,0,1,2.7919,22471.08,506,7,610.0,2.7919,17590.0,25562.981818181815,15950.0,25317.20338983051,22.0
14470,32,2,0,1,6.1315,64114.22,506,7,610.0,6.1315,68880.0,25562.981818181815,15950.0,25317.20338983051,22.0
14470,59,2,0,1,0.7824,13085.56,506,7,610.0,0.7824,6990.0,25562.981818181815,15950.0,25317.20338983051,22.0
14735,26,2,0,1,1.3853,5723.25,284,5,650.0,1.3853,4790.5,5076.666666666667,5219.5,6884.3723787709505,3.0
14843,43,2,0,0,2.74,12399.37,845,16,647.5,2.74,7854.056,31365.29528571429,25806.913,10503.10229710145,14.0
14843,62,2,0,0,9.6708,16292.77,845,16,647.5,9.6708,6862.4,31365.29528571429,25806.913,10503.10229710145,14.0
14843,87,2,0,0,6.28,75211.85,845,16,647.5,6.28,86930.0,31365.29528571429,25806.913,10503.10229710145,14.0
15217,23,2,0,1,2.3286,8896.59,384,19,550.0,2.3286,6490.0,7611.42,6605.0,7961.578947368421,20.0
15217,32,2,0,1,2.13,8972.5,384,19,550.0,2.13,6980.0,7611.42,6605.0,7961.578947368421,20.0
15228,81,2,0,1,0.7268,3445.42,272,16,635.0,0.7268,3110.072,2954.709,3013.058,10747.517802507837,4.0
15328,59,2,0,1,0.3999,2076.38,501,12,480.0,0.3999,1221.768,1752.1147142857142,1754.0,2016.9302325581396,7.0
15443,87,1,0,0,0.37,2324.15,757,12,470.0,0.37,1774.693,2189.229714285714,2056.888,2497.7699077922075,7.0
15770,32,2,0,1,0.3742,2501.87,441,12,462.5,0.3742,2674.98,1824.8461666666665,2017.2749999999999,3168.568229310345,6.0
16282,59,2,0,1,0.7494,3807.24,86,12,482.5,0.7494,3236.475,3189.6583333333333,3236.475,2975.478044444444,9.0
16488,32,2,0,1,2.7417,10763.73,700,16,605.0,2.7417,,10364.0,11100.0,11397.034537572255,5.0
16692,32,2,0,1,3.7134,11649.67,464,14,655.0,3.7134,6617.1,8823.485077777777,4884.27,9512.757841843972,18.0
16692,59,2,0,1,0.0,4795.27,464,14,655.0,3.7134,1084.824,8823.485077777777,4884.27,9512.757841843972,18.0
16785,15,2,0,1,1.8399,5267.46,417,18,670.0,1.8399,6300.0,3282.5640625,3045.0,14740.221043956044,16.0
16785,52,2,0,1,0.84,3059.31,417,18,670.0,0.84,2359.8,3282.5640625,3045.0,14740.221043956044,16.0
16785,81,2,0,1,0.97,3646.2,417,18,670.0,0.97,4340.0,3282.5640625,3045.0,14740.221043956044,16.0
16864,32,2,0,1,13.5944,77739.75,510,15,600.0,13.5944,81835.679,63363.5273,58025.078,9139.647419213974,10.0
16921,40,2,0,1,3.126,19418.41,724,16,610.0,3.126,18070.0,18070.0,18070.0,13569.882733333332,1.0
16975,23,2,0,1,2.2777,6685.2,36,18,635.0,2.2777,4485.928,6057.882,5387.664,12498.260869565218,4.0
17034,59,1,0,1,0.83,3759.63,86,12,482.5,0.83,2810.1,3838.758333333333,3226.2,2975.478044444444,6.0
17043,23,2,0,1,2.709,17051.59,36,18,635.0,2.709,9374.937,18011.572833333335,18870.35,12498.260869565218,6.0
17068,68,1,0,0,0.3,2164.89,757,12,470.0,0.3,1800.0,2038.5714285714287,1880.0,2497.7699077922075,7.0
17183,43,2,0,0,0.89,2840.49,849,5,700.0,0.89,4190.0,2464.0,2330.0,10982.884958333332,5.0
17321,9,1,0,0,0.6409,2364.42,449,15,625.0,0.6409,2390.0,1668.1923076923076,1036.5,3944.8322464454977,13.0
17321,59,1,0,1,0.162,1575.23,449,15,625.0,0.162,382.5,1668.1923076923076,1036.5,3944.8322464454977,13.0
17343,59,2,0,1,0.1866,2122.62,441,12,462.5,0.1866,2147.41912,1858.781302857143,1852.0,3168.568229310345,7.0
17378,17,1,0,1,0.15,367.13,123,19,515.0,0.15,216.806,216.806,216.806,3642.226024793388,1.0
17407,59,1,0,1,1.8279,7339.42,839,5,610.0,1.8279,1970.0,9766.78557142857,10497.4,8809.119338797815,7.0
17422,17,1,0,1,0.2956,513.65,885,3,600.0,0.2956,31.2,313.7142857142857,230.4,1573.6213026315788,7.0
17434,17,1,0,1,0.2711,522.71,254,3,665.0,0.2711,36.4,366.0,268.8,1137.4666666666667,7.0
17552,59,1,0,1,0.5619,2825.06,698,12,490.0,0.5619,2190.0,3069.0,3072.0,4355.7708219895285,14.0
17552,68,1,0,0,0.7814,2941.42,698,12,490.0,0.7814,2457.6,3069.0,3072.0,4355.7708219895285,14.0
17818,17,1,0,1,0.17,352.32,123,19,515.0,0.17,180.6,180.6,180.6,3642.226024793388,1.0
17977,92,1,0,0,1.3546,15503.17,389,9,470.0,1.3546,17690.0,12797.142857142857,12390.0,12797.142857142857,7.0
18082,32,2,0,1,2.6331,17943.4,585,15,575.0,2.6331,22110.0,15535.0,16485.0,8468.738272727272,6.0
18094,59,2,0,1,0.1364,886.49,86,12,482.5,0.1364,596.475,626.5916666666667,596.475,2975.478044444444,9.0
18103,59,2,0,1,2.2225,6507.72,412,15,605.0,2.2225,3100.0,7124.285714285715,5940.0,11870.418729166668,7.0
18139,52,2,0,1,1.5088,8351.0,506,7,610.0,1.5088,5330.0,6709.2,6940.0,25317.20338983051,12.0
18158,81,1,0,1,1.85,6397.01,284,5,650.0,1.85,2770.0,7153.636363636364,6890.0,6884.3723787709505,11.0
18158,81,2,0,1,1.85,8799.99,284,5,650.0,1.85,9060.0,7153.636363636364,6890.0,6884.3723787709505,11.0
18318,81,2,0,1,0.8953,2111.24,845,16,647.5,0.8953,1820.0,1820.0,1820.0,10503.10229710145,1.0
18372,32,2,0,1,0.706,10701.33,412,15,605.0,0.706,11200.0,9768.57142857143,9120.0,11870.418729166668,7.0
18408,59,2,0,1,0.502,2336.61,501,12,480.0,0.502,1536.156,2148.812,1929.21,2016.9302325581396,7.0
18410,32,2,0,1,1.03,4393.22,990,18,665.0,1.03,4120.9,3966.06,3954.3,8129.642857142857,5.0
18438,59,2,0,1,4.3138,18205.83,401,10,525.0,4.3138,26776.49,10890.3235,7627.9645,6357.79,4.0
18515,32,2,0,1,0.0799,419.22,987,19,490.0,0.0799,653.64,296.82,242.125,8308.50754117647,7.0
18581,59,2,0,1,0.2045,1403.46,379,16,620.0,0.2045,1314.965,1292.8958571428573,1314.965,7885.648977272727,7.0
18632,52,1,0,1,8.0,5306.39,165,8,700.0,8.0,1080.0,19232.0,22275.0,13370.686877192982,10.0
18632,52,2,0,1,8.0,28678.66,165,8,700.0,8.0,34380.0,19232.0,22275.0,13370.686877192982,10.0
18642,59,1,0,1,1.2036,1477.28,732,7,590.0,1.2036,1090.0,1514.2857142857142,1340.0,2090.6245921787713,7.0
19067,59,1,0,1,0.525,4458.08,919,14,655.0,0.525,1420.0,6548.333333333333,6180.0,14606.939106666667,6.0
19067,68,1,0,0,0.0,8903.31,919,14,655.0,0.525,9490.0,6548.333333333333,6180.0,14606.939106666667,6.0
19179,15,2,0,1,1.956,15472.18,653,18,635.0,1.956,21340.0,11514.617999999999,8120.0,12044.68720338983,5.0
19272,81,1,1,1,1.88,2105.89,272,5,635.0,1.88,2071.0,2071.0,2071.0,10747.517802507837,1.0
19515,32,2,0,1,5.0139,26723.34,973,2,500.0,5.0139,20587.392,24160.556,23492.0,24160.556,7.0
19605,17,1,0,1,5.2251,9992.63,724,16,610.0,5.2251,1393.236,13774.055142857143,13770.0,13569.882733333332,7.0
19679,15,2,0,1,3.14,20542.06,272,16,635.0,3.14,17920.0,18757.049807692307,17591.4,10747.517802507837,26.0
19679,32,2,0,1,4.6865,30652.4,272,16,635.0,4.6865,38873.875,18757.049807692307,17591.4,10747.517802507837,26.0
19679,52,2,0,1,2.6172,20036.9,272,16,635.0,2.6172,17780.0,18757.049807692307,17591.4,10747.517802507837,26.0
19679,81,2,0,1,2.1638,20789.29,272,16,635.0,2.1638,17572.8,18757.049807692307,17591.4,10747.517802507837,26.0
19740,17,2,0,1,1.32,5950.31,299,12,445.0,1.32,5180.0,5110.7692307692305,5180.0,8854.3402625,13.0
19740,32,2,0,1,0.39,3672.97,299,12,445.0,0.39,1330.0,5110.7692307692305,5180.0,8854.3402625,13.0
20041,40,2,0,1,2.919,29679.55,669,18,652.5,2.919,15231.123,43299.84061111111,41235.0,32866.55172413793,18.0
20041,59,2,0,1,9.8532,55649.41,669,18,652.5,9.8532,53365.606,43299.84061111111,41235.0,32866.55172413793,18.0
20041,65,2,0,1,3.657,48462.24,669,18,652.5,3.657,41420.0,43299.84061111111,41235.0,32866.55172413793,18.0
20082,15,2,0,1,1.47,6119.27,510,15,600.0,1.47,5658.887,5137.12175,5274.7435000000005,9139.647419213974,4.0
20253,59,2,0,1,0.4484,2536.6,337,12,480.0,0.4484,2233.875,2061.574125,2237.6125,3139.67875862069,8.0
20693,4,2,1,1,7.175,17877.76,272,5,635.0,7.175,11845.498,11905.29925,9108.6925,10747.517802507837,20.0
20693,15,2,1,1,5.75,29478.18,272,5,635.0,5.75,31384.8,11905.29925,9108.6925,10747.517802507837,20.0
20693,52,2,1,1,3.23,10093.2,272,5,635.0,3.23,6371.887,11905.29925,9108.6925,10747.517802507837,20.0
20780,59,1,0,1,0.8091,3850.84,449,15,625.0,0.8091,2167.5,3953.9166666666665,3786.75,3944.8322464454977,6.0
20881,17,1,0,1,0.41,3090.54,464,14,655.0,0.41,3073.0,2672.25,2670.5,9512.757841843972,4.0
